"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.conversation","Input.speaker","Input.utterance","Input.categories","Input.question","Answer.intent.label","Approve","Reject"
"31S7M7DAHXMEL8BC882TQVZNIDATLK","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","3TE22NPXPT81SZNVEH76LQGATS0448","A2FV0CMG9S8CU0","Approved","Thu Dec 07 07:57:23 PST 2023","Thu Dec 07 07:57:40 PST 2023","Tue Dec 12 07:57:40 PST 2023","Thu Dec 07 09:56:04 PST 2023","","","17","99% (149/151)","99% (149/151)","99% (148/150)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.","ER","I agree with that 100%.","['ER states that STC is a reputable and trustworthy organization.', 'ER empathizes or agrees with EE.', 'ER asks or confirms the amount that EE is donating to STC.', 'ER tries to minimize the financial burden on EE.', ]","What is the intention of the ER's utterance: 'I agree with that 100%.' ?","ER empathizes or agrees with EE."
"31S7M7DAHXMEL8BC882TQVZNIDATLK","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","30JNVC0ORRG2TGYORLY2IIQJUP2QHW","A1SMWIBTQ2AESU","Approved","Thu Dec 07 07:46:55 PST 2023","Thu Dec 07 08:23:14 PST 2023","Tue Dec 12 08:23:14 PST 2023","Thu Dec 07 09:56:04 PST 2023","","","2179","100% (46/46)","100% (46/46)","100% (45/45)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.","ER","I agree with that 100%.","['ER states that STC is a reputable and trustworthy organization.', 'ER empathizes or agrees with EE.', 'ER asks or confirms the amount that EE is donating to STC.', 'ER tries to minimize the financial burden on EE.', ]","What is the intention of the ER's utterance: 'I agree with that 100%.' ?","ER empathizes or agrees with EE."
"31S7M7DAHXMEL8BC882TQVZNIDATLK","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","3TAYZSBPL34AR6AJ04K0QEZINVB2SN","A2KOJRSRTGPGG0","Approved","Thu Dec 07 08:22:03 PST 2023","Thu Dec 07 09:23:32 PST 2023","Tue Dec 12 09:23:32 PST 2023","Thu Dec 07 09:56:04 PST 2023","","","3689","100% (31/31)","100% (31/31)","100% (30/30)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.","ER","I agree with that 100%.","['ER states that STC is a reputable and trustworthy organization.', 'ER empathizes or agrees with EE.', 'ER asks or confirms the amount that EE is donating to STC.', 'ER tries to minimize the financial burden on EE.', ]","What is the intention of the ER's utterance: 'I agree with that 100%.' ?","ER empathizes or agrees with EE."
"38Z7YZ2SCKYZ3RBE61BLTAW8H2HQIP","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","3TDXMTX3CTQ9FTQOIU2PCPA7U176IA","A2FV0CMG9S8CU0","Approved","Thu Dec 07 07:57:50 PST 2023","Thu Dec 07 07:58:04 PST 2023","Tue Dec 12 07:58:04 PST 2023","Thu Dec 07 09:56:05 PST 2023","","","14","99% (149/151)","99% (149/151)","99% (148/150)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!","EE","I have not!","['EE appreciates or praises ER\'s generosity.', 'EE is either hesitant or unwilling to donate to STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I have not!' ?","EE either knows nothing about STC or is not interested in STC."
"38Z7YZ2SCKYZ3RBE61BLTAW8H2HQIP","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","3AUQQEL7UNPJNOO9FCLRIDQAP0FV0T","A1SMWIBTQ2AESU","Approved","Thu Dec 07 07:46:38 PST 2023","Thu Dec 07 08:21:52 PST 2023","Tue Dec 12 08:21:52 PST 2023","Thu Dec 07 09:56:05 PST 2023","","","2114","100% (46/46)","100% (46/46)","100% (45/45)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!","EE","I have not!","['EE appreciates or praises ER\'s generosity.', 'EE is either hesitant or unwilling to donate to STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I have not!' ?","EE either knows nothing about STC or is not interested in STC."
"38Z7YZ2SCKYZ3RBE61BLTAW8H2HQIP","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","37XITHEISE5BO928I891CH38DK3CRG","A2KOJRSRTGPGG0","Approved","Thu Dec 07 08:14:29 PST 2023","Thu Dec 07 08:33:11 PST 2023","Tue Dec 12 08:33:11 PST 2023","Thu Dec 07 09:56:05 PST 2023","","","1122","100% (31/31)","100% (31/31)","100% (30/30)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!","EE","I have not!","['EE appreciates or praises ER\'s generosity.', 'EE is either hesitant or unwilling to donate to STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I have not!' ?","EE either knows nothing about STC or is not interested in STC."
"3K8CQCU3LVXW1PIRFQNJQ7ABR2SNW6","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","378XPAWRUU9A2V2R87J1SUCTQKYAI5","A2FV0CMG9S8CU0","Approved","Thu Dec 07 08:06:55 PST 2023","Thu Dec 07 08:07:07 PST 2023","Tue Dec 12 08:07:07 PST 2023","Thu Dec 07 09:56:07 PST 2023","","","12","99% (149/151)","99% (149/151)","99% (148/150)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!<%%>EE:Do you work for them or have you donated with them before?<%%>ER:I donate to them regularly.","ER","I donate to them regularly.","['ER tries to minimize the financial burden on EE.', 'ER makes donating easy and simple, reducing any inconvenience for EE.', 'ER asks EE for donation.', 'ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past.', ]","What is the intention of the ER's utterance: 'I donate to them regularly.' ?","ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past."
"3K8CQCU3LVXW1PIRFQNJQ7ABR2SNW6","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","317HQ483IPOHMEWGHBO6E0WTPS1NI8","A1CFMY4CEYOM8Y","Approved","Thu Dec 07 08:27:15 PST 2023","Thu Dec 07 09:00:13 PST 2023","Tue Dec 12 09:00:13 PST 2023","Thu Dec 07 09:56:07 PST 2023","","","1978","100% (63/63)","100% (63/63)","100% (62/62)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!<%%>EE:Do you work for them or have you donated with them before?<%%>ER:I donate to them regularly.","ER","I donate to them regularly.","['ER tries to minimize the financial burden on EE.', 'ER makes donating easy and simple, reducing any inconvenience for EE.', 'ER asks EE for donation.', 'ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past.', ]","What is the intention of the ER's utterance: 'I donate to them regularly.' ?","ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past."
"3K8CQCU3LVXW1PIRFQNJQ7ABR2SNW6","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","3P59JYT763GB66NYP4PQ0JV4PEQT24","A34ZJFQ9UCP1CR","Approved","Thu Dec 07 08:28:38 PST 2023","Thu Dec 07 09:35:02 PST 2023","Tue Dec 12 09:35:02 PST 2023","Thu Dec 07 09:56:07 PST 2023","","","3984","100% (66/66)","100% (66/66)","100% (64/64)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!<%%>EE:Do you work for them or have you donated with them before?<%%>ER:I donate to them regularly.","ER","I donate to them regularly.","['ER tries to minimize the financial burden on EE.', 'ER makes donating easy and simple, reducing any inconvenience for EE.', 'ER asks EE for donation.', 'ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past.', ]","What is the intention of the ER's utterance: 'I donate to them regularly.' ?","ER shows their involvement for STC, such that they are going to donate to STC or have done so in the past."
"3N3WJQXEM9MK19HZPTIXP8QXI0XL2K","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 07:45:25 PST 2023","3","BatchId:5165237;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 07:45:25 PST 2023","","","31IBVUNM9AVAKS3ZIU4CLKDEV25VFY","A2FV0CMG9S8CU0","Approved","Thu Dec 07 07:55:48 PST 2023","Thu Dec 07 07:56:03 PST 2023","Tue Dec 12 07:56:03 PST 2023","Thu Dec 07 09:56:07 PST 2023","","","15","99% (149/151)","99% (149/151)","99% (148/150)","ER:Hi! How are you today?<%%>EE:Hey there how&#39;s it going?<%%>ER:Pretty good I am sitting on my desk enjoying this beautiful weather. How about you?<%%>EE:Today is beautiful!! I think it&#39;s time to take a walk a little later!<%%>ER:That sounds like a great idea! How do you feel about children&#39;s charities?<%%>EE:It depends on the charity! There are some good ones and some that have turned out to be scams.<%%>ER:I agree with that 100%.<%%>ER:My charity of choice is Save The Children. Have you heard of that charity before?<%%>EE:I have not!<%%>EE:Do you work for them or have you donated with them before?<%%>ER:I donate to them regularly.<%%>ER:They do so much good for under privileged kids.","ER","They do so much good for under privileged kids.","['ER asks EE for donation.', 'ER appreciates or praises EE\'s generosity.', 'ER praises or promotes the good deeds of STC.', 'ER compliments EE for their virtues, efforts, likes or desires.', ]","What is the intention of the ER's utterance: 'They do so much good for under privileged kids.' ?","ER praises or promotes the good deeds of STC."
