"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.conversation","Input.speaker","Input.utterance","Input.categories","Input.question","Answer.intent.label","Approve","Reject"
"386659BNU2D0FSAHHWW0M5O4NYJ10P","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","37FMASSAYUNFL57JELJXN5WZ87RIBQ","A3Q6YRWUMALT6D","Approved","Fri Dec 08 03:45:28 PST 2023","Fri Dec 08 03:45:53 PST 2023","Wed Dec 13 03:45:53 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","25","99% (71/72)","99% (71/72)","99% (71/72)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it","EE","no can you tell me a little about it","['EE either knows nothing about STC or is not interested in STC.', 'EE cites reason for not donating at all or not donating more.', 'EE claims that they want to do something good, such as helping children.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', ]","What is the intention of the EE's utterance: 'no can you tell me a little about it' ?","EE either knows nothing about STC or is not interested in STC."
"386659BNU2D0FSAHHWW0M5O4NYJ10P","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3HHRAGRYXQ16TY3PEWI6GWXVWFCO94","A34ZJFQ9UCP1CR","Approved","Fri Dec 08 01:52:01 PST 2023","Fri Dec 08 02:38:25 PST 2023","Wed Dec 13 02:38:25 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","2784","100% (245/245)","100% (245/245)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it","EE","no can you tell me a little about it","['EE either knows nothing about STC or is not interested in STC.', 'EE cites reason for not donating at all or not donating more.', 'EE claims that they want to do something good, such as helping children.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', ]","What is the intention of the EE's utterance: 'no can you tell me a little about it' ?","EE states that they know about STC by name, but they are not so familiar with the organization."
"386659BNU2D0FSAHHWW0M5O4NYJ10P","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3VD82FOHK8K8RWASQGSXIMY320FOCL","A2VO8C41JJIQY9","Approved","Fri Dec 08 01:52:28 PST 2023","Fri Dec 08 02:00:44 PST 2023","Wed Dec 13 02:00:44 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","496","100% (243/243)","100% (243/243)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it","EE","no can you tell me a little about it","['EE either knows nothing about STC or is not interested in STC.', 'EE cites reason for not donating at all or not donating more.', 'EE claims that they want to do something good, such as helping children.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', ]","What is the intention of the EE's utterance: 'no can you tell me a little about it' ?","EE either knows nothing about STC or is not interested in STC."
"37SDSEDIOQYIXHFKC09FFKUM6WV81J","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","39L1G8WVW8NZI478RLJLDNH13CT31G","A34ZJFQ9UCP1CR","Approved","Fri Dec 08 01:52:05 PST 2023","Fri Dec 08 02:39:11 PST 2023","Wed Dec 13 02:39:11 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","2826","100% (245/245)","100% (245/245)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.","EE","that sounds great.","['EE asks ER questions about STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE apologizes for not making a donation or for making only a small one.', 'EE appreciates or praises ER\'s generosity.', ]","What is the intention of the EE's utterance: 'that sounds great.' ?","EE appreciates or praises ER's generosity."
"37SDSEDIOQYIXHFKC09FFKUM6WV81J","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3SBEHTYCW5ZBYD0UODXHVGU0TGAYIM","A3Q6YRWUMALT6D","Approved","Fri Dec 08 03:57:49 PST 2023","Fri Dec 08 03:58:27 PST 2023","Wed Dec 13 03:58:27 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","38","99% (71/72)","99% (71/72)","99% (71/72)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.","EE","that sounds great.","['EE asks ER questions about STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE apologizes for not making a donation or for making only a small one.', 'EE appreciates or praises ER\'s generosity.', ]","What is the intention of the EE's utterance: 'that sounds great.' ?","EE asks ER questions about STC."
"37SDSEDIOQYIXHFKC09FFKUM6WV81J","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3T111IHZ5WM9QBV56OZAAR2072WR9G","A2VO8C41JJIQY9","Approved","Fri Dec 08 01:52:21 PST 2023","Fri Dec 08 01:58:11 PST 2023","Wed Dec 13 01:58:11 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","350","100% (243/243)","100% (243/243)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.","EE","that sounds great.","['EE asks ER questions about STC.', 'EE either knows nothing about STC or is not interested in STC.', 'EE apologizes for not making a donation or for making only a small one.', 'EE appreciates or praises ER\'s generosity.', ]","What is the intention of the EE's utterance: 'that sounds great.' ?","EE either knows nothing about STC or is not interested in STC."
"3B286OTITVD3BMO3ZNZZFBW3Q1VAJT","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3DEL4X4ELOH8O8PPNZXIYQHFHS2YX8","A34ZJFQ9UCP1CR","Approved","Fri Dec 08 01:52:14 PST 2023","Fri Dec 08 02:42:47 PST 2023","Wed Dec 13 02:42:47 PST 2023","Fri Dec 08 06:28:43 PST 2023","","","3033","100% (245/245)","100% (245/245)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.<%%>EE:i feel like i need to do something like that<%%>ER:are you interested in helpin childrens?<%%>EE:how can i help them?<%%>ER:you can help them by donating, do you want to donate?<%%>EE:how long have you been donating for?","EE","how long have you been donating for?","['EE presents their knowledge about charities to ER.', 'EE asks ER how ER themselves are involved in STC.', 'EE shows willingness to donate or to discuss the charity.', 'EE empathizes or agrees with ER.', ]","What is the intention of the EE's utterance: 'how long have you been donating for?' ?","EE asks ER how ER themselves are involved in STC."
"3B286OTITVD3BMO3ZNZZFBW3Q1VAJT","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3JAOYWH7V00YND0S142EOFT11BK9LN","A3Q6YRWUMALT6D","Approved","Fri Dec 08 03:59:16 PST 2023","Fri Dec 08 03:59:52 PST 2023","Wed Dec 13 03:59:52 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","36","99% (71/72)","99% (71/72)","99% (71/72)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.<%%>EE:i feel like i need to do something like that<%%>ER:are you interested in helpin childrens?<%%>EE:how can i help them?<%%>ER:you can help them by donating, do you want to donate?<%%>EE:how long have you been donating for?","EE","how long have you been donating for?","['EE presents their knowledge about charities to ER.', 'EE asks ER how ER themselves are involved in STC.', 'EE shows willingness to donate or to discuss the charity.', 'EE empathizes or agrees with ER.', ]","What is the intention of the EE's utterance: 'how long have you been donating for?' ?","EE asks ER how ER themselves are involved in STC."
"3B286OTITVD3BMO3ZNZZFBW3Q1VAJT","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:56 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:56 PST 2023","","","3RXPCZQMQ770CGJWM0Q5WH6A7HY1GM","A2VO8C41JJIQY9","Approved","Fri Dec 08 01:52:26 PST 2023","Fri Dec 08 02:00:05 PST 2023","Wed Dec 13 02:00:05 PST 2023","Fri Dec 08 06:28:42 PST 2023","","","459","100% (243/243)","100% (243/243)","100% (243/243)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.<%%>EE:i feel like i need to do something like that<%%>ER:are you interested in helpin childrens?<%%>EE:how can i help them?<%%>ER:you can help them by donating, do you want to donate?<%%>EE:how long have you been donating for?","EE","how long have you been donating for?","['EE presents their knowledge about charities to ER.', 'EE asks ER how ER themselves are involved in STC.', 'EE shows willingness to donate or to discuss the charity.', 'EE empathizes or agrees with ER.', ]","What is the intention of the EE's utterance: 'how long have you been donating for?' ?","EE asks ER how ER themselves are involved in STC."
"3D17ECOUPVRWWK9E0JEJO3MBQA331M","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Fri Dec 08 01:51:57 PST 2023","3","BatchId:5165566;OriginalHitTemplateId:929448123;","86400","432000","Fri Dec 15 01:51:57 PST 2023","","","37FMASSAYUNFL57JELJXN5WZ87SIBR","A3Q6YRWUMALT6D","Approved","Fri Dec 08 03:53:23 PST 2023","Fri Dec 08 03:54:33 PST 2023","Wed Dec 13 03:54:33 PST 2023","Fri Dec 08 06:28:43 PST 2023","","","70","99% (71/72)","99% (71/72)","99% (71/72)","ER:hello, are you interested in charities?<%%>EE:yes i am are you?<%%>ER:of course i am, do you know save the children charity?<%%>EE:no can you tell me a little about it<%%>ER:of course, save the children is a non-profit organization that helps the children all over the world.<%%>EE:that sounds great.<%%>EE:i feel like i need to do something like that<%%>ER:are you interested in helpin childrens?<%%>EE:how can i help them?<%%>ER:you can help them by donating, do you want to donate?<%%>EE:how long have you been donating for?<%%>ER:several years now, different organizations.<%%>ER:do you like to donate?","ER","do you like to donate?","['ER apologizes for inconvenience or intrusion.', 'ER asks EE to donate more.', 'ER expresses their preference for charities or the targets they want to help.', 'ER criticizes EE.', ]","What is the intention of the ER's utterance: 'do you like to donate?' ?","ER asks EE to donate more."
