"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.conversation","Input.speaker","Input.utterance","Input.categories","Input.question","Answer.intent.label","Approve","Reject"
"3WPCIUYH2R4VNWNKVR457IRI950DTI","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3180JW2OTM89R0AGVTDKWKB7BN25JQ","A34ZJFQ9UCP1CR","Approved","Thu Dec 07 12:16:38 PST 2023","Thu Dec 07 12:46:54 PST 2023","Tue Dec 12 12:46:54 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","1816","100% (159/159)","100% (159/159)","100% (157/157)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.","EE","What about this charity.","['EE apologizes for not making a donation or for making only a small one.', 'EE claims that they have donated to charities other than STC or participated in their activities.', 'EE asks ER questions about STC.', 'EE presents their knowledge about charities to ER.', ]","What is the intention of the EE's utterance: 'What about this charity.' ?","EE asks ER questions about STC."
"3WPCIUYH2R4VNWNKVR457IRI950DTI","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3ERET4BTV45N37IAG4QD9FGMC8JK9T","A3Q6YRWUMALT6D","Approved","Thu Dec 07 12:07:27 PST 2023","Thu Dec 07 12:07:49 PST 2023","Tue Dec 12 12:07:49 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","22","98% (45/46)","98% (45/46)","98% (45/46)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.","EE","What about this charity.","['EE apologizes for not making a donation or for making only a small one.', 'EE claims that they have donated to charities other than STC or participated in their activities.', 'EE asks ER questions about STC.', 'EE presents their knowledge about charities to ER.', ]","What is the intention of the EE's utterance: 'What about this charity.' ?","EE asks ER questions about STC."
"3WPCIUYH2R4VNWNKVR457IRI950DTI","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3GM6G9ZBK5T1DARRZM8AFS92VKFTM5","A2FV0CMG9S8CU0","Approved","Thu Dec 07 12:02:05 PST 2023","Thu Dec 07 12:05:23 PST 2023","Tue Dec 12 12:05:23 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","198","99% (250/252)","99% (250/252)","99% (249/251)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.","EE","What about this charity.","['EE apologizes for not making a donation or for making only a small one.', 'EE claims that they have donated to charities other than STC or participated in their activities.', 'EE asks ER questions about STC.', 'EE presents their knowledge about charities to ER.', ]","What is the intention of the EE's utterance: 'What about this charity.' ?","EE asks ER questions about STC."
"3TZ0XG8CCBG0MMIFGDO8UQC5470988","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","35LDD5557S02AR145DUIE1M6C7OMKS","A2FV0CMG9S8CU0","Approved","Thu Dec 07 12:02:02 PST 2023","Thu Dec 07 12:04:58 PST 2023","Tue Dec 12 12:04:58 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","176","99% (250/252)","99% (250/252)","99% (249/251)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","ER","I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","['ER claims that they have donated to charities other than STC or participated in their activities.', 'ER asks EE for donation.', 'ER compliments EE for their virtues, efforts, likes or desires.', 'ER states that STC provides information on donations or other related matters, implying that STC engages in beneficial activities for society.', ]","What is the intention of the ER's utterance: 'I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help' ?","ER asks EE for donation."
"3TZ0XG8CCBG0MMIFGDO8UQC5470988","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3CCZ6YKWRPFKLOX79HM77QX4FIQ95Z","A34ZJFQ9UCP1CR","Approved","Thu Dec 07 12:14:49 PST 2023","Thu Dec 07 12:43:17 PST 2023","Tue Dec 12 12:43:17 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","1708","100% (159/159)","100% (159/159)","100% (157/157)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","ER","I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","['ER claims that they have donated to charities other than STC or participated in their activities.', 'ER asks EE for donation.', 'ER compliments EE for their virtues, efforts, likes or desires.', 'ER states that STC provides information on donations or other related matters, implying that STC engages in beneficial activities for society.', ]","What is the intention of the ER's utterance: 'I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help' ?","ER asks EE for donation."
"3TZ0XG8CCBG0MMIFGDO8UQC5470988","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3NC5L260M6IFU8U2HIIYQSJ6ZBQOFB","A2VC1UC5Q0E9PO","Approved","Thu Dec 07 12:19:03 PST 2023","Thu Dec 07 12:20:39 PST 2023","Tue Dec 12 12:20:39 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","96","100% (40/40)","100% (40/40)","100% (40/40)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","ER","I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help","['ER claims that they have donated to charities other than STC or participated in their activities.', 'ER asks EE for donation.', 'ER compliments EE for their virtues, efforts, likes or desires.', 'ER states that STC provides information on donations or other related matters, implying that STC engages in beneficial activities for society.', ]","What is the intention of the ER's utterance: 'I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help' ?","ER asks EE for donation."
"3TTPFEFXDAG6XEHALAF2NTE2HPI6H9","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3EICBYG64MSUQLJVA30SAQHH34LJC9","A3Q6YRWUMALT6D","Approved","Thu Dec 07 12:05:26 PST 2023","Thu Dec 07 12:05:50 PST 2023","Tue Dec 12 12:05:50 PST 2023","Thu Dec 07 20:32:38 PST 2023","","","24","98% (45/46)","98% (45/46)","98% (45/46)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help<%%>EE:What do you think I should donate?<%%>ER:I think you should donate $0.15 now which is half of your payment of more if you like.<%%>ER:Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children<%%>EE:OK that sounds reasonable.<%%>EE:I will agree to donate $0.15 then.","EE","I will agree to donate $0.15 then.","['EE doubts or criticizes STC or ER.', 'EE shows willingness to donate or to discuss the charity.', 'EE presents their knowledge about charities to ER.', 'EE claims that they want to do something good, such as helping children.', ]","What is the intention of the EE's utterance: 'I will agree to donate $0.15 then.' ?","EE shows willingness to donate or to discuss the charity."
"3TTPFEFXDAG6XEHALAF2NTE2HPI6H9","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3IHR8NYAMPXNHS9EC1ZUOOR5KQ9P41","A2FV0CMG9S8CU0","Approved","Thu Dec 07 12:02:03 PST 2023","Thu Dec 07 12:05:07 PST 2023","Tue Dec 12 12:05:07 PST 2023","Thu Dec 07 20:32:38 PST 2023","","","184","99% (250/252)","99% (250/252)","99% (249/251)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help<%%>EE:What do you think I should donate?<%%>ER:I think you should donate $0.15 now which is half of your payment of more if you like.<%%>ER:Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children<%%>EE:OK that sounds reasonable.<%%>EE:I will agree to donate $0.15 then.","EE","I will agree to donate $0.15 then.","['EE doubts or criticizes STC or ER.', 'EE shows willingness to donate or to discuss the charity.', 'EE presents their knowledge about charities to ER.', 'EE claims that they want to do something good, such as helping children.', ]","What is the intention of the EE's utterance: 'I will agree to donate $0.15 then.' ?","EE shows willingness to donate or to discuss the charity."
"3TTPFEFXDAG6XEHALAF2NTE2HPI6H9","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3RRCEFRB748LDY84TWHTT4MG3MZ4B0","A2VO8C41JJIQY9","Approved","Thu Dec 07 12:21:15 PST 2023","Thu Dec 07 12:34:40 PST 2023","Tue Dec 12 12:34:40 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","805","100% (148/148)","100% (148/148)","100% (148/148)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help<%%>EE:What do you think I should donate?<%%>ER:I think you should donate $0.15 now which is half of your payment of more if you like.<%%>ER:Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children<%%>EE:OK that sounds reasonable.<%%>EE:I will agree to donate $0.15 then.","EE","I will agree to donate $0.15 then.","['EE doubts or criticizes STC or ER.', 'EE shows willingness to donate or to discuss the charity.', 'EE presents their knowledge about charities to ER.', 'EE claims that they want to do something good, such as helping children.', ]","What is the intention of the EE's utterance: 'I will agree to donate $0.15 then.' ?","EE shows willingness to donate or to discuss the charity."
"3ULIZ0H1WR1ZAZWIE22C30KV45B15P","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 12:01:50 PST 2023","3","BatchId:5165342;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 12:01:50 PST 2023","","","3HMIGG0U432I97OHFRLQIR0MQH9Y8C","A2VO8C41JJIQY9","Approved","Thu Dec 07 12:04:31 PST 2023","Thu Dec 07 12:14:23 PST 2023","Tue Dec 12 12:14:23 PST 2023","Thu Dec 07 20:32:39 PST 2023","","","592","100% (148/148)","100% (148/148)","100% (148/148)","ER:Hi, How are you doing this morning?<%%>EE:I am doing well. You?<%%>ER:I&#39;m doing great and am really looking forward to our chat!<%%>EE:Excellent. Sounds good.<%%>ER:I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need<%%>EE:OK - what specifically were you thinking about?<%%>ER:I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children<%%>EE:What about this charity.<%%>EE:Are you thinking of donating to it?<%%>ER:I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help<%%>EE:What do you think I should donate?<%%>ER:I think you should donate $0.15 now which is half of your payment of more if you like.<%%>ER:Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children<%%>EE:OK that sounds reasonable.<%%>EE:I will agree to donate $0.15 then.<%%>ER:That is fantastic and here is a link if you want to know even more URL","ER","That is fantastic and here is a link if you want to know even more URL","['ER appreciates or praises EE\'s generosity.', 'ER asks EE to donate more.', 'ER criticizes EE.', 'ER claims that they have donated to charities other than STC or participated in their activities.', ]","What is the intention of the ER's utterance: 'That is fantastic and here is a link if you want to know even more URL' ?","ER appreciates or praises EE's generosity."
