"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.conversation","Input.speaker","Input.utterance","Input.categories","Input.question","Answer.intent.label","Approve","Reject"
"371DNNCG5LYJ61RTEJTPLQDHYEK8TO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","3S96KQ6I940Y9GLEMT97W2M8M5GTDE","A2FV0CMG9S8CU0","Approved","Thu Dec 07 08:37:24 PST 2023","Thu Dec 07 08:37:36 PST 2023","Tue Dec 12 08:37:36 PST 2023","Thu Dec 07 09:58:05 PST 2023","","","12","99% (149/151)","99% (149/151)","99% (148/150)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","ER","Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","['ER encourages EE to do good deeds, other than donating to STC.', 'ER expresses their preference for charities or the targets they want to help.', 'ER asks EE for donation.', 'ER praises or promotes the good deeds of STC.', ]","What is the intention of the ER's utterance: 'Have you thought about how much of the reward for this HIT you want to donate to Save the Children?' ?","ER asks EE for donation."
"371DNNCG5LYJ61RTEJTPLQDHYEK8TO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","39GXDJN2OBA15DTCAGY6BSWS8Z18V5","A1CFMY4CEYOM8Y","Approved","Thu Dec 07 08:50:23 PST 2023","Thu Dec 07 09:16:08 PST 2023","Tue Dec 12 09:16:08 PST 2023","Thu Dec 07 09:58:05 PST 2023","","","1545","100% (63/63)","100% (63/63)","100% (62/62)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","ER","Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","['ER encourages EE to do good deeds, other than donating to STC.', 'ER expresses their preference for charities or the targets they want to help.', 'ER asks EE for donation.', 'ER praises or promotes the good deeds of STC.', ]","What is the intention of the ER's utterance: 'Have you thought about how much of the reward for this HIT you want to donate to Save the Children?' ?","ER asks EE for donation."
"371DNNCG5LYJ61RTEJTPLQDHYEK8TO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","34YB12FSQGKX855LFM93G9UD5P0MGG","A2KOJRSRTGPGG0","Approved","Thu Dec 07 08:36:35 PST 2023","Thu Dec 07 10:08:43 PST 2023","Tue Dec 12 10:08:43 PST 2023","Thu Dec 07 11:11:21 PST 2023","","","5528","100% (49/49)","100% (49/49)","100% (48/48)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","ER","Have you thought about how much of the reward for this HIT you want to donate to Save the Children?","['ER encourages EE to do good deeds, other than donating to STC.', 'ER expresses their preference for charities or the targets they want to help.', 'ER asks EE for donation.', 'ER praises or promotes the good deeds of STC.', ]","What is the intention of the ER's utterance: 'Have you thought about how much of the reward for this HIT you want to donate to Save the Children?' ?","ER expresses their preference for charities or the targets they want to help."
"3SA4EMRVKCY3WKTJ2Y7QN162QDN0PO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","386PBUZZXXTNTPD1NGTRD974XCRJLF","A2FV0CMG9S8CU0","Approved","Thu Dec 07 08:35:47 PST 2023","Thu Dec 07 08:35:57 PST 2023","Tue Dec 12 08:35:57 PST 2023","Thu Dec 07 09:58:09 PST 2023","","","10","99% (149/151)","99% (149/151)","99% (148/150)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.","EE","I do not want to donate any of my reward for this hit.","['EE refuses to donate to STC or increase the donation amount without even giving a reason.', 'EE acknowledges the efforts of STC.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I do not want to donate any of my reward for this hit.' ?","EE refuses to donate to STC or increase the donation amount without even giving a reason."
"3SA4EMRVKCY3WKTJ2Y7QN162QDN0PO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","34QN5IT0THNLCCSW7JAHQZ62E3O80D","A1CFMY4CEYOM8Y","Approved","Thu Dec 07 08:49:58 PST 2023","Thu Dec 07 09:15:55 PST 2023","Tue Dec 12 09:15:55 PST 2023","Thu Dec 07 09:58:09 PST 2023","","","1557","100% (63/63)","100% (63/63)","100% (62/62)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.","EE","I do not want to donate any of my reward for this hit.","['EE refuses to donate to STC or increase the donation amount without even giving a reason.', 'EE acknowledges the efforts of STC.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I do not want to donate any of my reward for this hit.' ?","EE refuses to donate to STC or increase the donation amount without even giving a reason."
"3SA4EMRVKCY3WKTJ2Y7QN162QDN0PO","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","33FOTY3KE4HNV43RKEUM6QLV9MF1CF","A2KOJRSRTGPGG0","Approved","Thu Dec 07 08:49:25 PST 2023","Thu Dec 07 10:25:16 PST 2023","Tue Dec 12 10:25:16 PST 2023","Thu Dec 07 11:11:19 PST 2023","","","5751","100% (49/49)","100% (49/49)","100% (48/48)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.","EE","I do not want to donate any of my reward for this hit.","['EE refuses to donate to STC or increase the donation amount without even giving a reason.', 'EE acknowledges the efforts of STC.', 'EE states that they know about STC by name, but they are not so familiar with the organization.', 'EE asks ER for donation.', ]","What is the intention of the EE's utterance: 'I do not want to donate any of my reward for this hit.' ?","EE refuses to donate to STC or increase the donation amount without even giving a reason."
"3T2EL38U13GWTM095NBMWKJN5GTQXZ","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","3TOK3KHVJBE2FFFWZZKM206P1MWO7U","A2FV0CMG9S8CU0","Approved","Thu Dec 07 08:36:11 PST 2023","Thu Dec 07 08:36:28 PST 2023","Tue Dec 12 08:36:28 PST 2023","Thu Dec 07 09:58:09 PST 2023","","","17","99% (149/151)","99% (149/151)","99% (148/150)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.<%%>EE:I make donations to charity regularly but not from jobs that I do.","EE","I make donations to charity regularly but not from jobs that I do.","['EE claims that they have donated to charities other than STC or participated in their activities.', 'EE empathizes or agrees with ER.', 'EE either knows nothing about STC or is not interested in STC.', 'EE shows willingness to donate or to discuss the charity.', ]","What is the intention of the EE's utterance: 'I make donations to charity regularly but not from jobs that I do.' ?","EE claims that they have donated to charities other than STC or participated in their activities."
"3T2EL38U13GWTM095NBMWKJN5GTQXZ","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","3YMTUJH0DACL9K2LTI8ETYS29SOT42","A1CFMY4CEYOM8Y","Approved","Thu Dec 07 08:43:05 PST 2023","Thu Dec 07 09:12:05 PST 2023","Tue Dec 12 09:12:05 PST 2023","Thu Dec 07 09:58:09 PST 2023","","","1740","100% (63/63)","100% (63/63)","100% (62/62)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.<%%>EE:I make donations to charity regularly but not from jobs that I do.","EE","I make donations to charity regularly but not from jobs that I do.","['EE claims that they have donated to charities other than STC or participated in their activities.', 'EE empathizes or agrees with ER.', 'EE either knows nothing about STC or is not interested in STC.', 'EE shows willingness to donate or to discuss the charity.', ]","What is the intention of the EE's utterance: 'I make donations to charity regularly but not from jobs that I do.' ?","EE claims that they have donated to charities other than STC or participated in their activities."
"3T2EL38U13GWTM095NBMWKJN5GTQXZ","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","3MX2NQ3YCRQAMKF5CXSLNTJMMKAX5X","A2VO8C41JJIQY9","Approved","Thu Dec 07 09:09:01 PST 2023","Thu Dec 07 09:18:54 PST 2023","Tue Dec 12 09:18:54 PST 2023","Thu Dec 07 09:58:09 PST 2023","","","593","100% (71/71)","100% (71/71)","100% (71/71)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.<%%>EE:I make donations to charity regularly but not from jobs that I do.","EE","I make donations to charity regularly but not from jobs that I do.","['EE claims that they have donated to charities other than STC or participated in their activities.', 'EE empathizes or agrees with ER.', 'EE either knows nothing about STC or is not interested in STC.', 'EE shows willingness to donate or to discuss the charity.', ]","What is the intention of the EE's utterance: 'I make donations to charity regularly but not from jobs that I do.' ?","EE claims that they have donated to charities other than STC or participated in their activities."
"3FBEFUUYS11RNR9WF45A67RY4U96AF","3YWCO65Q5YZ8LN2HW3RW8MO3AJN0QW","Select the most relevant intention expressed by the text","Select the most relevant intention expressed by the text","text, classification, intent","$0.40","Thu Dec 07 08:33:27 PST 2023","3","BatchId:5165257;OriginalHitTemplateId:929448123;","86400","432000","Thu Dec 14 08:33:27 PST 2023","","","3TAYZSBPL34AR6AJ04K0QEZINVE2SQ","A2FV0CMG9S8CU0","Approved","Thu Dec 07 08:39:36 PST 2023","Thu Dec 07 08:40:35 PST 2023","Tue Dec 12 08:40:35 PST 2023","Thu Dec 07 09:58:07 PST 2023","","","59","99% (149/151)","99% (149/151)","99% (148/150)","ER:Have you thought about how much of the reward for this HIT you want to donate to Save the Children?<%%>EE:I do not want to donate any of my reward for this hit.<%%>EE:I make donations to charity regularly but not from jobs that I do.<%%>ER:Save the Children is a great international no-governmental organization that promotes children&#39;s rights, provides relief and helps support children in developing countries. It has a very low overhead and almost all the money donated to it is directly used to help children.","ER","Save the Children is a great international no-governmental organization that promotes children&#39;s rights, provides relief and helps support children in developing countries. It has a very low overhead and almost all the money donated to it is directly used to help children.","['ER is interested in the organization mentioned by EE and plans to research it later.', 'ER asks EE for their time or permission to discuss charities.', 'ER appreciates or praises EE\'s generosity.', 'ER praises or promotes the good deeds of STC.', ]","What is the intention of the ER's utterance: 'Save the Children is a great international no-governmental organization that promotes children&#39;s rights, provides relief and helps support children in developing countries. It has a very low overhead and almost all the money donated to it is directly used to help children.' ?","ER praises or promotes the good deeds of STC."
